# refresh_posture_target=True,arm_posture_cost=0.001,"arm_posture_cost_overrides={'left_arm_joint7': 0.003, 'right_arm_joint7': 0.003}",ee_position_cost=1.0,ee_orientation_cost=0.5,redundancy_resolution=dls_projector,dls_damping=0.05,nullspace_swivel_weight=1.0,elbow_swivel_gain=1.0,elbow_swivel_targets={},nullspace_continuity_weight=0.0,nullspace_posture_weight=1.0,enable_manipulability=False,manipulability_weight=0.5
# control_hz=30.0,enable_base_motion=True,base_max_lin_vel=0.25,base_max_ang_vel=0.6,base_vel_deadband=0.04,enable_lift_motion=True,lift_kp=2.0,lift_kd=0.05,lift_derivative_tau=0.1,lift_velocity_deadband_m=0.005,lift_max_velocity_m_s=0.05,lift_feedback_max_age_s=0.5,use_measured_lift=True,use_measured_arm_state=False,"base_pid=base_pid_hybrid.json [drive p=0.35 ff=0.23, steer p=2 out=+/-1, scale=1.068]",base_heading_rate_limit=3.49,base_yaw_deadband=0.02
t,left_q0,left_q1,left_q2,left_q3,left_q4,left_q5,left_q6,right_q0,right_q1,right_q2,right_q3,right_q4,right_q5,right_q6,left_target_ee_0,left_target_ee_1,left_target_ee_2,left_target_ee_3,left_target_ee_4,left_target_ee_5,left_target_ee_6,right_target_ee_0,right_target_ee_1,right_target_ee_2,right_target_ee_3,right_target_ee_4,right_target_ee_5,right_target_ee_6,left_actual_ee_0,left_actual_ee_1,left_actual_ee_2,left_actual_ee_3,left_actual_ee_4,left_actual_ee_5,left_actual_ee_6,right_actual_ee_0,right_actual_ee_1,right_actual_ee_2,right_actual_ee_3,right_actual_ee_4,right_actual_ee_5,right_actual_ee_6,lift_q,base_x,base_y,base_yaw,iters,solved,base_active,base_req_vx,base_req_vy,base_req_wz,base_body_fwd,base_body_lat,base_body_yaw,base_sent_0,base_sent_1,base_sent_2,swerve_enabled,swerve_target_0,swerve_target_1,swerve_target_2,swerve_prof_0,swerve_prof_1,swerve_prof_2,steer_cmd_FL,steer_cmd_FR,steer_cmd_RR,steer_cmd_RL,steer_meas_FL,steer_meas_FR,steer_meas_RR,steer_meas_RL,drive_cmd_FL,drive_cmd_FR,drive_cmd_RR,drive_cmd_RL,drive_meas_FL,drive_meas_FR,drive_meas_RR,drive_meas_RL,drive_pos_FL,drive_pos_FR,drive_pos_RR,drive_pos_RL,lift_active,lift_mode,lift_goal,lift_meas,lift_cmd_vel,lift_vel_est,lift_age,lift_blocked
0.3393878029892221,-0.004000,1.324000,-1.706000,1.306000,-0.007000,0.005000,-0.006000,-0.048000,1.319000,1.654000,1.353000,0.008000,0.003000,0.007000,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,0.449888,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.427345,2.427685,-1.111473,2.890586,-0.427345,2.427685,-1.111473,2.890499,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-510.337463,503.000427,2047.567505,-494.033752,True,velocity,0.449888,0.449888,0.000000,0.000000,3.777610,False
0.37268269699416123,-0.004000,1.324000,-1.706000,1.306000,-0.007000,0.005000,-0.006000,-0.048000,1.319000,1.654000,1.353000,0.008000,0.003000,0.007000,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,0.449888,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.427987,2.427685,-1.111507,2.890411,-0.427345,2.427685,-1.111507,2.890411,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-510.337463,503.000427,2047.567505,-494.033752,True,velocity,0.449888,0.449888,0.000000,0.000000,3.810797,False
0.4057341289881151,-0.004000,1.324000,-1.706000,1.306000,-0.007000,0.005000,-0.006000,-0.048000,1.319000,1.654000,1.353000,0.008000,0.003000,0.007000,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,0.449888,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.427345,2.427685,-1.111507,2.889846,-0.427345,2.427685,-1.111507,2.889846,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-510.337463,503.000427,2047.567505,-494.033752,True,velocity,0.449888,0.449888,0.000000,0.000000,3.843952,False
0.4400778519921005,-0.004000,1.324000,-1.706000,1.306000,-0.007000,0.005000,-0.006000,-0.048000,1.319000,1.654000,1.353000,0.008000,0.003000,0.007000,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,0.449888,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.427461,2.427685,-1.112115,2.883970,-0.427461,2.427685,-1.111473,2.883970,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000071,-510.337463,503.000427,2047.567505,-494.033905,True,velocity,0.449888,0.449888,0.000000,0.000000,3.878330,False
0.48858564399415627,-0.004000,1.324000,-1.706000,1.306000,-0.007000,0.005000,-0.006000,-0.048000,1.319000,1.654000,1.353000,0.008000,0.003000,0.007000,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,0.449888,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.427461,2.427685,-1.111507,2.889846,-0.427461,2.427751,-1.111507,2.889846,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000071,-510.337463,503.000427,2047.567505,-494.033905,True,velocity,0.449888,0.449888,0.000000,0.000000,3.915831,False
0.5662909589882474,-0.004000,1.324000,-1.706000,1.306000,-0.007000,0.005000,-0.006000,-0.048000,1.319000,1.654000,1.353000,0.008000,0.003000,0.007000,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,0.449888,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.427345,2.427751,-1.111473,2.883970,-0.427345,2.427751,-1.111473,2.883970,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-510.337463,503.000427,2047.567505,-494.033905,True,velocity,0.449888,0.449888,0.000000,0.000000,4.004521,False
0.5844618070113938,-0.004000,1.324000,-1.706000,1.306000,-0.007000,0.005000,-0.006000,-0.048000,1.319000,1.654000,1.353000,0.008000,0.003000,0.007000,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,0.449888,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.427345,2.427751,-1.111473,2.889758,-0.427345,2.427685,-1.111473,2.889758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-510.337463,503.000427,2047.567505,-494.033905,True,velocity,0.449888,0.449888,0.000000,0.000000,4.019831,False
0.6152322299894877,-0.004000,1.324000,-1.706000,1.306000,-0.007000,0.005000,-0.006000,-0.048000,1.319000,1.654000,1.353000,0.008000,0.003000,0.007000,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,0.449888,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.427987,2.427751,-1.111507,2.884536,-0.427987,2.427751,-1.111507,2.884536,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-510.337463,503.000427,2047.567505,-494.033905,True,velocity,0.449888,0.449888,0.000000,0.000000,4.053260,False
0.6406171210110188,-0.004000,1.324000,-1.706000,1.306000,-0.007000,0.005000,-0.006000,-0.048000,1.319000,1.654000,1.353000,0.008000,0.003000,0.007000,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,0.449888,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.427229,2.427751,-1.111473,2.889758,-0.427229,2.427619,-1.111507,2.889846,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-510.337463,503.000427,2047.567505,-494.033905,True,velocity,0.449888,0.449888,0.000000,0.000000,4.078637,False
0.6715353589970618,-0.004000,1.324000,-1.706000,1.306000,-0.007000,0.005000,-0.006000,-0.048000,1.319000,1.654000,1.353000,0.008000,0.003000,0.007000,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,0.449888,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.427870,2.427619,-1.111507,2.889846,-0.427870,2.427619,-1.111507,2.890499,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-510.337463,503.000427,2047.567505,-494.033905,True,velocity,0.449888,0.449888,0.000000,0.000000,4.109809,False
0.7060202670108993,-0.004000,1.324000,-1.706000,1.306000,-0.007000,0.005000,-0.006000,-0.048000,1.319000,1.654000,1.353000,0.008000,0.003000,0.007000,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,0.449888,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.427345,2.427619,-1.112115,2.889846,-0.427345,2.427619,-1.111539,2.883884,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-510.337463,503.000427,2047.567505,-494.033905,True,velocity,0.449888,0.449888,0.000000,0.000000,4.142971,False
0.7409137839858886,-0.004000,1.324000,-1.706000,1.306000,-0.007000,0.005000,-0.006000,-0.048000,1.319000,1.654000,1.353000,0.008000,0.003000,0.007000,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,0.449888,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.427870,2.427685,-1.111539,2.889846,-0.427987,2.427685,-1.111539,2.889758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-510.337463,503.000427,2047.567505,-494.033905,True,velocity,0.449888,0.449888,0.000000,0.000000,4.179035,False
0.7727263690030668,-0.004000,1.324000,-1.706000,1.306000,-0.007000,0.005000,-0.006000,-0.048000,1.319000,1.654000,1.353000,0.008000,0.003000,0.007000,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,0.449888,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.427870,2.427685,-1.111507,2.890499,-0.427870,2.427685,-1.111507,2.890499,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-510.337463,503.000427,2047.567505,-494.033905,True,velocity,0.449888,0.449888,0.000000,0.000000,4.210851,False
0.80575828300789,-0.004000,1.324000,-1.706000,1.306000,-0.007000,0.005000,-0.006000,-0.048000,1.319000,1.654000,1.353000,0.008000,0.003000,0.007000,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,-0.026027,0.772084,0.147766,-0.617555,0.370940,-0.255194,0.605010,0.122373,-0.612830,-0.051139,0.779005,-0.355730,-0.241423,0.600827,0.449888,0.000000,0.000000,0.000000,1,True,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.427870,2.427685,-1.111473,2.889846,-0.427870,2.427685,-1.111473,2.889846,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-510.337463,503.000427,2047.567505,-494.033905,True,velocity,0.449888,0.449888,0.000000,0.000000,4.243751,False
